LotArea,SalePrice,LotArea_log,LotArea_inv,LotArea_quadratic,LotArea_boxCox
6040,82000,8.706159290928861,0.00016556291390728477,36481600,9.991804532969043
8658,160000,9.066239028001926,0.0001155001155001155,74960964,10.46586067261907
16905,170000,9.735364715141987,5.9154096421177164e-05,285779025,11.360937823816078
9180,144000,9.124782483614537,0.00010893246187363834,84272400,10.543435419556266
9200,130250,9.126958763037132,0.00010869565217391305,84640000,10.546321873558439
7945,141000,8.980298078970817,0.00012586532410320956,63123025,10.352236350304441
7658,319900,8.943506132037239,0.00013058239749281798,58644964,10.303685250425241
12822,239686,9.458917724547202,7.799095304944626e-05,164403684,10.988891545548123
11096,249700,9.314339961994667,9.012256669069935e-05,123121216,10.795580625229684
4456,113000,8.40200678160712,0.0002244165170556553,19855936,9.595473321650262
7742,127000,8.954415331137593,0.0001291655902867476,59938564,10.318075397069727
13869,177000,9.537411412656335,7.210325185665874e-05,192349161,11.094206098377022
6240,114500,8.738735461363474,0.00016025641025641026,38937600,10.034475069105715
8472,110000,9.044521887281242,0.00011803588290840416,71774784,10.437119448293807
50271,385000,10.825183649068833,1.9892184360764656e-05,2527173441,12.859034647770459
7134,130000,8.872627365918836,0.00014017381553125876,50893956,10.210308452324508
10175,180500,9.227689010310796,9.828009828009828e-05,103530625,10.680135882945754
2645,172500,7.8804263442924,0.0003780718336483932,6996025,8.9244425619145
11645,196500,9.36263218231844,8.587376556462001e-05,135606025,10.86005463945634
13682,438780,9.523836379320944,7.30887297178775e-05,187197124,11.075974249971061
7200,124900,8.881836305004146,0.0001388888888888889,51840000,10.222428879554961
13072,158000,9.478227817099784,7.649938800489595e-05,170877184,11.014776070534536
7200,101000,8.881836305004146,0.0001388888888888889,51840000,10.222428879554961
6442,202500,8.770594329891145,0.0001552312946289972,41499364,10.07624766026287
10300,140000,9.239899174217728,9.70873786407767e-05,106090000,10.69638470762952
9375,219500,9.14580185083861,0.00010666666666666667,87890625,10.571322063679885
9591,317000,9.16858043772795,0.00010426441455531227,91987281,10.601563172750405
19900,180000,9.898475010712584,5.0251256281407036e-05,396010000,11.58195162444569
10665,226000,9.274722630905451,9.376465072667604e-05,113742225,10.742760187589177
4608,80000,8.435549202375727,0.00021701388888888888,21233664,9.638998565746125
15593,225000,9.654577374584886,6.413134098634002e-05,243141649,11.251883720071223
13651,244000,9.521568058002977,7.32547066149e-05,186349801,11.07292854451162
7599,129500,8.935771938669784,0.0001315962626661403,57744801,10.293486144676425
10141,185000,9.224341891611996,9.860960457548565e-05,102839881,10.675682735991092
10200,144900,9.230142999272362,9.80392156862745e-05,104040000,10.683401065751283
5790,107400,8.663887570567042,0.00017271157167530224,33524100,9.936498178107744
1596,91000,7.3752557780097545,0.0006265664160401002,2547216,8.28476780814157
8475,135750,9.044875932248651,0.00011799410029498526,71825625,10.437587848932091
8635,127000,9.06357899058078,0.00011580775911986103,74563225,10.46233924781407
10778,136500,9.285262298493443,9.278159213212098e-05,116165284,10.756806045463936
10440,110000,9.25339986143663,9.578544061302682e-05,108993600,10.714358060870449
13000,193500,9.472704636443673,7.692307692307693e-05,169000000,11.007370854485622
4500,153500,8.411832675758411,0.00022222222222222223,20250000,9.608218898724587
10206,245000,9.230731061623917,9.798157946306095e-05,104162436,10.684183555604118
8892,126500,9.092907275084087,0.00011246063877642825,79067664,10.501180798159224
8530,168500,9.051344640485725,0.00011723329425556858,72760900,10.44614683786868
16059,260000,9.68402471906149,6.227037798119434e-05,257891481,11.291602851223628
11911,174000,9.385217621880901,8.395600705230459e-05,141871921,10.890241110474355
3951,164500,8.281723990411392,0.0002531004808909137,15610401,9.439763197660168
8470,85000,9.0442857876461,0.0001180637544273908,71740900,10.436807091898013
8070,123600,8.995908761263994,0.00012391573729863693,65124900,10.372853105272574
7200,109900,8.881836305004146,0.0001388888888888889,51840000,10.222428879554961
8500,98600,9.047821442478408,0.00011764705882352942,72250000,10.441484950825428
13360,163500,9.500020447090638,7.48502994011976e-05,178489600,11.044006937580221
7200,133900,8.881836305004146,0.0001388888888888889,51840000,10.222428879554961
9337,204750,9.141740280483926,0.0001071007818357074,87179569,10.56593211606009
9765,185000,9.186559843310778,0.00010240655401945725,95355225,10.625447892623962
10264,214000,9.236397906295473,9.742790335151988e-05,105349696,10.691724724713598
10921,94750,9.298442820197728,9.156670634557275e-05,119268241,10.774377728266405
10625,83000,9.270964993792617,9.411764705882353e-05,112890625,10.737753619647387
9320,128950,9.139917907679637,0.00010729613733905579,86862400,10.563513938147178
10603,205000,9.268892258925797,9.431293030274451e-05,112423609,10.734992216275174
9206,178000,9.127610724377186,0.00010862480990658266,84750436,10.54718662408387
7018,118964,8.85623355614316,0.00014249073810202338,49252324,10.18874013945241
10402,198900,9.249753374333018,9.613535858488752e-05,108201604,10.709502782524483
7758,169500,8.956479847999912,0.0001288992008249549,60186564,10.320799214321662
9375,250000,9.14580185083861,0.00010666666666666667,87890625,10.571322063679885
10800,100000,9.287301413112312,9.259259259259259e-05,116640000,10.759524033372664
6000,115000,8.699514748210191,0.00016666666666666666,36000000,9.983106328911393
8500,115000,9.047821442478408,0.00011764705882352942,72250000,10.441484950825428
11751,190000,9.371693622333941,8.509914049868096e-05,138086001,10.872163133416153
9525,136900,9.161675199994901,0.00010498687664041995,90725625,10.59239344945812
7750,180000,8.955448122347393,0.00012903225806451613,60062500,10.3194379868636
9965,383970,9.206834232646894,0.00010035122930255896,99301225,10.652397327855002
21000,217000,9.95227771670556,4.761904761904762e-05,441000000,11.65509910316243
7259,259500,8.889997357284841,0.00013776002204160352,52693081,10.233173008519064
3230,176000,8.080237416216702,0.00030959752321981426,10432900,9.180227166705624
11616,139000,9.360138737064577,8.608815426997245e-05,134931456,10.856723329077974
8536,155000,9.05204779298159,0.00011715089034676664,72863296,10.447077308388481
12376,320000,9.423514392252901,8.080155138978668e-05,153165376,10.941474735699979
8461,163990,9.0432226489245,0.00011818933932159319,71588521,10.435400603051395
21453,180000,9.973619774716505,4.6613527245606674e-05,460231209,11.684148456014778
6060,100000,8.70946507906336,0.00016501650165016502,36723600,9.996132723546292
9464,136000,9.155250405658222,0.00010566356720202873,89567296,10.583863484464295
7892,153900,8.973604867142505,0.00012671059300557527,62283664,10.343399792747483
17043,181000,9.743494841225237,5.867511588335387e-05,290463849,11.371927714863242
6780,84500,8.821732380934442,0.00014749262536873156,45968400,10.143384825402613
4928,128000,8.502688505213357,0.00020292207792207794,24285184,9.726255564356741
4388,87000,8.38662882139512,0.00022789425706472196,19254544,9.575533705669404
7590,155000,8.934586870389676,0.00013175230566534913,57608100,10.291923606974684
8973,150000,9.101975347298058,0.00011144544745347152,80514729,10.513197433221402
14200,226000,9.560997243589352,7.042253521126761e-05,201640000,11.12590109438952
12224,244000,9.411156511406302,8.18062827225131e-05,149426176,10.924935660421164
7388,150750,8.90761234131913,0.0001353546291283162,54582544,10.256372609922543
6853,220000,8.832441791585824,0.00014592149423610097,46963609,10.157458255638854
10335,180000,9.24329147211587,9.675858732462506e-05,106812225,10.700900139427551
10400,174000,9.249561085129464,9.615384615384615e-05,108160000,10.709246765671606
10355,143000,9.245224773829685,9.657170449058426e-05,107226025,10.703473737526215
11070,171000,9.311994025702683,9.03342366757001e-05,122544900,10.792451064184458
9066,230000,9.112286431500795,0.00011030222810500772,82192356,10.526865354288882
15426,231500,9.643809676493944,6.482561908466225e-05,237961476,11.237369081736842
10500,115000,9.259130536145614,9.523809523809524e-05,110250000,10.721989531228772
11645,260000,9.36263218231844,8.587376556462001e-05,135606025,10.86005463945634
8520,166000,9.050171619823361,0.00011737089201877934,72590400,10.44459464333492
10335,204000,9.24329147211587,9.675858732462506e-05,106812225,10.700900139427551
9100,125000,9.116029692504942,0.00010989010989010989,82810000,10.531828336069665
2522,130000,7.8328075165248645,0.0003965107057890563,6360484,8.86371718853732
6120,105000,8.719317375506371,0.0001633986928104575,37454400,10.009034729917122
9505,222500,9.15957325492253,0.00010520778537611783,90345025,10.589602587022357
7500,141000,8.922658299524402,0.00013333333333333334,56250000,10.276198723851586
6240,115000,8.738735461363474,0.00016025641025641026,38937600,10.034475069105715
10356,122000,9.245321340871428,9.656237929702588e-05,107246736,10.703602290953299
13891,372402,9.53899642739739,7.19890576632352e-05,192959881,11.096335340125865
14803,190000,9.602585141913492,6.755387421468622e-05,219128809,11.181843929945304
13500,235000,9.51044496442652,7.407407407407407e-05,182250000,11.057996511846696
11340,125000,9.336091577281744,8.818342151675486e-05,128595600,10.824608862766237
9600,79000,9.169518377455928,0.00010416666666666667,92160000,10.60280884913602
7200,109500,8.881836305004146,0.0001388888888888889,51840000,10.222428879554961
12003,269500,9.392911897525345,8.331250520703157e-05,144072009,10.900529680237558
12552,254900,9.437635294412868,7.966857871255577e-05,157552704,10.960381081638053
19378,320000,9.87189368094495,5.160491278769739e-05,375506884,11.545857896998207
11120,162500,9.316500567804573,8.992805755395684e-05,123654400,10.798463149923824
13688,412500,9.52427481557203,7.305669199298655e-05,187361344,11.076562968862438
12182,220000,9.40771473139643,8.208832703989493e-05,148401124,10.920330506466897
5500,103200,8.612503371220562,0.0001818181818181818,30250000,9.869366830933675
5400,152000,8.594154232552366,0.00018518518518518518,29160000,9.84542028882024
10106,127500,9.220884585851854,9.895111814763506e-05,102131236,10.671083475816069
10708,190000,9.278746404640243,9.338812103100486e-05,114661264,10.748121993873829
10562,325624,9.26501793326688,9.46790380609733e-05,111555844,10.729831116474138
8244,183500,9.01724094201035,0.00012130033964095099,67963536,10.401042252328352
16669,228000,9.721305985943088,5.9991601175835386e-05,277855561,11.34194047193998
12358,128500,9.422058905620926,8.09192425958893e-05,152720164,10.93952646767969
31770,215000,10.366277727263562,3.147623544224111e-05,1009332900,12.22204563748124
5306,239000,8.576593534697684,0.00018846588767433095,28153636,9.822515431716663
10197,163000,9.229848838364227,9.806805923310778e-05,103978809,10.683009653543008
12416,184000,9.426741242423,8.054123711340206e-05,154157056,10.945794407452938
12615,243000,9.442641861075158,7.927070947284978e-05,159138225,10.967086311818537
10029,211000,9.213236175088209,9.971083856815236e-05,100580841,10.660910529245998
13650,172500,9.521494800613105,7.326007326007326e-05,186322500,11.072830184395444
17423,501837,9.765546451422905,5.739539688916949e-05,303560929,11.401749884672332
8520,100000,9.050171619823361,0.00011737089201877934,72590400,10.44459464333492
2117,177000,7.6577552711348655,0.0004723665564478035,4481689,8.641251344075894
7588,200100,8.934323331054905,0.00013178703215603585,57577744,10.291576132552002
9060,120000,9.111624399037025,0.00011037527593818985,82083600,10.525987662058629
11426,200000,9.343646739284408,8.751969193068441e-05,130553476,10.834696045017697
7438,127000,8.914357274485015,0.00013444474321054048,55323844,10.265259291352406
22950,475000,10.04107321548869,4.3572984749455335e-05,526702500,11.776087724061908
9947,173000,9.205026277152413,0.00010053282396702523,98942809,10.649993442745897
10410,135000,9.250522161609014,9.606147934678194e-05,108368100,10.710526373148644
7018,153337,8.85623355614316,0.00014249073810202338,49252324,10.18874013945241
4923,286000,8.5016733797582,0.00020312817387771684,24235929,9.724934915281757
10570,315000,9.265775078864284,9.46073793755913e-05,111724900,10.730839683089247
7472,184000,8.918917979908679,0.00013383297644539615,55830784,10.271269228851962
9017,192000,9.106866963499908,0.00011090163025396473,81306289,10.519681001424198
2522,130000,7.8328075165248645,0.0003965107057890563,6360484,8.86371718853732
7180,127000,8.87905466204227,0.0001392757660167131,51552400,10.218767431282057
2280,148500,7.731930721948486,0.0004385964912280702,5198400,8.73537039363846
9416,311872,9.150165648940114,0.00010620220900594733,88661056,10.57711384066637
25419,235000,10.143252204866574,3.9340650694362486e-05,646125561,11.915724094950797
5520,104000,8.616133139271142,0.00018115942028985507,30470400,9.874105470665683
9591,274900,9.16858043772795,0.00010426441455531227,91987281,10.601563172750405
8546,140000,9.05321861620397,0.00011701380762930026,73034116,10.448626685071764
10125,171500,9.22276289197474,9.876543209876543e-05,102515625,10.673582128837218
7000,112000,8.85366542803745,0.00014285714285714287,49000000,10.185362404715704
4438,149000,8.39795910349254,0.0002253267237494367,19695844,9.590224036557897
3500,110000,8.160518247477505,0.00028571428571428574,12250000,9.283443475452684
11851,180500,9.380167531188448,8.43810648890389e-05,140446201,10.883489602234684
13673,143900,9.523178364309082,7.31368390258173e-05,186950929,11.075090702373954
12493,141000,9.432923766431829,8.004482510205715e-05,156075049,10.954071941734218
14364,277000,9.572480355345974,6.961849067112225e-05,206324496,11.141340648877206
8250,145000,9.017968479328726,0.00012121212121212121,68062500,10.402003975736442
5604,98000,8.631235907456897,0.00017844396859386153,31404816,9.893827756962512
10420,186000,9.251482315307358,9.596928982725528e-05,108576400,10.7118047900093
8640,252678,9.064157861798101,0.00011574074074074075,74649600,10.463105547492882
13568,156000,9.515469358031684,7.370283018867924e-05,184090624,11.064740798334443
10900,161750,9.296518068217235,9.174311926605505e-05,118810000,10.77181128797806
10011,134450,9.211439767419483,9.989012086704625e-05,100220121,10.658521524620426
8450,210000,9.041921720351219,0.00011834319526627219,71402500,10.433679590956288
9906,107000,9.200895913148184,0.00010094891984655764,98128836,10.64450215256295
15660,311500,9.658864969544794,6.385696040868455e-05,245235600,11.257664657502746
3010,167240,8.009695357742922,0.0003322259136212625,9060100,9.08974332101806
8990,204900,9.103868127465667,0.00011123470522803115,80820100,10.515706092807358
8068,200000,8.995660899074103,0.00012394645513138323,65092624,10.372525680194961
11475,179900,9.347926034928745,8.714596949891067e-05,131675625,10.840410540633158
10500,97000,9.259130536145614,9.523809523809524e-05,110250000,10.721989531228772
13472,386250,9.508368736482108,7.422802850356295e-05,181494784,11.055209879511777
1680,112000,7.426549072397305,0.0005952380952380953,2822400,8.349263005465042
9950,290000,9.205327830152639,0.00010050251256281407,99002500,10.65039438285346
1869,106000,7.533158807455563,0.0005350454788657035,3493161,8.483639990139483
8521,125000,9.050288983827956,0.00011735711770918906,72607441,10.444749942211224
3182,192500,8.065265208897733,0.00031426775612822125,10125124,9.161005895973975
8760,148000,9.077951183930438,0.00011415525114155251,76737600,10.481368969295007
15138,403000,9.624963417869113,6.605892456070815e-05,229159044,11.211976345796076
1680,94500,7.426549072397305,0.0005952380952380953,2822400,8.349263005465042
10650,128200,9.273315171137572,9.389671361502347e-05,113422500,10.74088486035879
7851,216500,8.968396191198256,0.0001273723092599669,61638201,10.336524425520588
1680,89500,7.426549072397305,0.0005952380952380953,2822400,8.349263005465042
8773,185500,9.079434102128383,0.00011398609369656902,76965529,10.483332931459573
9453,194500,9.154087430425385,0.00010578652279699566,89359209,10.582319625958247
12030,318000,9.395158808968725,8.312551953449709e-05,144720900,10.903534649437912
8741,113000,9.075779878580487,0.00011440338634023568,76405081,10.47849347660022
9000,262500,9.104979856318357,0.00011111111111111112,81000000,10.517179628376832
3880,110500,8.263590432617319,0.0002577319587628866,15054400,9.416338932047031
5000,79000,8.517193191416238,0.0002,25000000,9.745130276902412
10762,120000,9.283776690049365,9.291953168556031e-05,115820644,10.754825948054533
8880,205000,9.091556835986216,0.00011261261261261261,78854400,10.499391540469112
10400,241500,9.249561085129464,9.615384615384615e-05,108160000,10.709246765671606
9142,137000,9.12063445889169,0.00010938525486764385,83576164,10.537934328633785
11310,140000,9.333442569110167,8.841732979664014e-05,127916100,10.821072630256536
11317,180000,9.334061298965942,8.836264027569144e-05,128074489,10.821898563494472
159000,277000,11.976659481202368,6.289308176100629e-06,25281000000,14.497751977609399
5350,76500,8.584851839890053,0.00018691588785046728,28622500,9.833285395162589
4750,235000,8.465899897028686,0.0002105263157894737,22562500,9.678421123714395
8366,173000,9.031931152002144,0.00011953143676786995,69989956,10.420465271879308
9350,158000,9.143131622282732,0.000106951871657754,87422500,10.567778433843143
8400,145000,9.035986984831405,0.00011904761904761905,70560000,10.42582934584566
8738,230000,9.075436609511382,0.00011444266422522316,76352644,10.478038897839141
8791,207500,9.081483749851179,0.00011375270162666363,77281681,10.486047612970644
8814,220000,9.084096645401932,0.00011345586566825505,77686596,10.48950854477587
12435,231500,9.428270356237505,8.041817450743868e-05,154629225,10.947841529413793
12702,97000,9.44951474036292,7.872775940796725e-05,161340804,10.976292762549168
19296,176000,9.867653099526912,5.182421227197347e-05,372335616,11.540102526253323
9588,276000,9.168267595554275,0.00010429703796412182,91929744,10.601147695556582
8471,151000,9.044403844431551,0.00011804981702278361,71757841,10.43696327902904
5500,130000,8.612503371220562,0.0001818181818181818,30250000,9.869366830933675
5232,73000,8.562548893137034,0.00019113149847094801,27373824,9.804205611115439
12090,175500,9.400133943608838,8.271298593879239e-05,146168100,10.910189027007906
11207,185000,9.324293862052029,8.92299455697332e-05,125596849,10.808862003454829
8400,179500,9.035986984831405,0.00011904761904761905,70560000,10.42582934584566
6900,120500,8.83927669058535,0.00014492753623188405,47610000,10.166442558611651
7917,148000,8.976767625171433,0.00012631047113805733,62678889,10.347575122524018
10728,266000,9.280612424961515,9.321401938851603e-05,115089984,10.75060875182702
39104,241500,10.573980042531268,2.5572831423895255e-05,1529122816,12.50922858517697
11764,290000,9.372799299673886,8.500510030601836e-05,138391696,10.87364084486938
9600,139000,9.169518377455928,0.00010416666666666667,92160000,10.60280884913602
8314,124500,9.025696119812583,0.00012027904738994468,69122596,10.412220393413667
7264,205000,8.890685920281129,0.00013766519823788548,52765696,10.234079634582434
9196,201000,9.126523885883072,0.00010874293170943889,84566416,10.54574506953605
19138,141000,9.859431166339208,5.225206395652628e-05,366263044,11.528945766114402
14450,415298,9.578449693540579,6.920415224913495e-05,208802500,11.149368857226056
10005,192000,9.210840247017833,9.995002498750625e-05,100100025,10.657724264654897
11287,228500,9.331406899955626,8.859750155045628e-05,127396369,10.818355357529486
7200,185000,8.881836305004146,0.0001388888888888889,51840000,10.222428879554961
5063,207500,8.529714471969909,0.00019751135690302193,25633969,9.761430830951252
9612,244600,9.17076759685636,0.00010403662089055348,92390544,10.604467991749132
8012,179200,8.988695696785708,0.00012481278082875687,64192144,10.363325699406008
4251,164700,8.35490952835879,0.0002352387673488591,18071001,9.534435289989617
9786,159000,9.188708071849069,0.00010218679746576743,95765796,10.628302593147538
8125,88000,9.002701007197938,0.00012307692307692307,66015625,10.381826615638829
9819,122000,9.19207456316929,0.00010184336490477646,96412761,10.632776579248569
8730,153575,9.074520648833648,0.0001145475372279496,76212900,10.476825948013882
15611,233230,9.655731072956666,6.405739542630197e-05,243703321,11.253439168931786
5687,135900,8.645938147306799,0.00017583963425356076,32341969,9.91303586070312
11409,131000,9.34215779659637,8.765010079761592e-05,130165281,10.83270791477733
16659,235000,9.720705889909716,6.002761270184285e-05,277522281,11.341129754999217
9600,167000,9.169518377455928,0.00010416666666666667,92160000,10.60280884913602
7937,142500,8.979290649090876,0.00012599218848431397,62995969,10.350906197374012
13710,152000,9.52588077255636,7.293946024799416e-05,187964100,11.078719467376144
7399,239000,8.90910013492555,0.00013515339910798757,54745201,10.258332669719833
11700,175000,9.367344120785848,8.547008547008547e-05,136890000,10.866350618745635
14000,158500,9.546812608597396,7.142857142857143e-05,196000000,11.106836794805
15750,157000,9.66459564425378,6.349206349206349e-05,248062500,11.26539248815747
16226,267000,9.69437017295501,6.16294835449279e-05,263283076,11.305565587756965
13704,205000,9.525443040003957,7.297139521307647e-05,187799616,11.07813166417143
9800,149900,9.190137664658664,0.00010204081632653062,96040000,10.630202430712934
18386,295000,9.8193447844237,5.438920918089851e-05,338044996,11.474591152604166
10386,305900,9.248214024404264,9.628345850182938e-05,107868996,10.707453310672971
13474,225000,9.508517181520606,7.421701053881549e-05,181548676,11.055409110721623
7920,89500,8.977146484808472,0.00012626262626262626,62726400,10.348075303251433
12342,82500,9.420763358881013,8.102414519526819e-05,152324964,10.937792363919243
12378,360000,9.423675982299306,8.078849571820973e-05,153214884,10.941691040398478
7685,165600,8.947025655972697,0.00013012361743656474,59059225,10.308327266232478
8000,132000,8.987196820661973,0.000125,64000000,10.361346169581545
7800,119900,8.961879012677683,0.0001282051282051282,60840000,10.327923416919841
215245,375000,12.279532193216468,4.645868661292945e-06,46330410025,14.93857174773713
9600,178000,9.169518377455928,0.00010416666666666667,92160000,10.60280884913602
7795,188500,8.961237781491876,0.0001282873636946761,60762025,10.32707724950761
13005,260000,9.473089177882752,7.689350249903884e-05,169130025,11.00788638823376
9000,270000,9.104979856318357,0.00011111111111111112,81000000,10.517179628376832
9900,260000,9.20029003612268,0.00010101010101010101,98010000,10.643696702306197
14115,187500,9.55499334068759,7.084661707403471e-05,199233225,11.117830763894961
16259,342643,9.696401880595555,6.150439756442585e-05,264355081,11.308308206117976
12099,354000,9.400878083541478,8.265145879824778e-05,146385801,10.911184422441222
10380,301000,9.24763615671988,9.633911368015414e-05,107744400,10.706683969840853
5820,126175,8.669055540725484,0.0001718213058419244,33872400,9.943255828907148
11275,242000,9.330343164370879,8.869179600886918e-05,127125625,10.81693551920737
5000,87000,8.517193191416238,0.0002,25000000,9.745130276902412
10846,324000,9.291551627401006,9.219988936013277e-05,117635716,10.76518980379827
11600,145250,9.358760377094455,8.620689655172413e-05,134560000,10.854881913154811
11888,214500,9.38328476695754,8.411843876177658e-05,141324544,10.887656936016617
6402,78000,8.764365720529808,0.00015620118712902218,40985604,10.06807761659324
10624,119000,9.270870871716214,9.412650602409639e-05,112869376,10.737628221565544
8176,139000,9.008958312443486,0.0001223091976516634,66846976,10.390095063636787
10655,284000,9.273784544532717,9.385265133740028e-05,113529025,10.741510253675601
8198,207000,9.011645501064283,0.00012198097096852891,67207204,10.39364642540787
9042,192000,9.109635667854551,0.00011059500110595002,81757764,10.523351201746596
164660,228950,12.011638020852416,6.073120369245718e-06,27112915600,14.548451141714432
14157,377426,9.557964480394498,7.06364342727979e-05,200420649,11.121824325177945
9135,214000,9.119868468812108,0.00010946907498631637,83448225,10.53691855342311
14145,202500,9.557116483735667,7.069635913750442e-05,200081025,11.120684480467546
12400,155000,9.425451751593128,8.064516129032258e-05,153760000,10.944068159316839
14191,202900,9.560363239834537,7.046719751955464e-05,201384481,11.125048807957418
8400,82000,9.035986984831405,0.00011904761904761905,70560000,10.42582934584566
8544,87500,9.052984561199976,0.00011704119850187266,72999936,10.44831695033534
8849,266000,9.08805973726735,0.00011300711944852526,78304801,10.49475842411969
2592,85000,7.860185057472165,0.00038580246913580245,6718464,8.898619154042837
6435,140200,8.769507120030227,0.0001554001554001554,41409225,10.074821457690057
12772,151500,9.455010553834672,7.829627309740057e-05,163123984,10.983655996807226
17600,157500,9.775654181026242,5.681818181818182e-05,309760000,11.41542618560157
2448,154000,7.803026643632217,0.0004084967320261438,5992704,8.825784923708408
20431,437154,9.924808634239811,4.89452302873085e-05,417425761,11.617738290195671
7820,318061,8.964439833539357,0.0001278772378516624,61152400,10.331302838527712
5271,190000,8.569975376855206,0.00018971732119142478,27783441,9.813886432040146
9084,95000,9.114269903225448,0.00011008366358432408,82519056,10.529495057634602
8520,105900,9.050171619823361,0.00011737089201877934,72590400,10.44459464333492
8400,140000,9.035986984831405,0.00011904761904761905,70560000,10.42582934584566
11249,177500,9.328034514792826,8.889679082585119e-05,126540001,10.813854172536955
9248,173000,9.13216259091216,0.00010813148788927336,85525504,10.55322462924714
4224,134000,8.348537825386098,0.00023674242424242425,17842176,9.526184393878186
6930,130000,8.84361509218395,0.0001443001443001443,48024900,10.172146264488841
12011,280000,9.39357817555449,8.32570144034635e-05,144264121,10.901420723805542
7540,156000,8.927977461002001,0.0001326259946949602,56851600,10.28321001124659
9144,145000,9.120853205474647,0.00010936132983377078,83612736,10.538224411688315
7301,198500,8.895766604056085,0.00013696753869332968,53304601,10.240769932454201
1680,118000,7.426549072397305,0.0005952380952380953,2822400,8.349263005465042
18800,190000,9.84161214881804,5.319148936170213e-05,353440000,11.50477597376087
10690,147000,9.27706400401909,9.354536950420954e-05,114276100,10.74588006039906
9500,159000,9.159047077588632,0.00010526315789473685,90250000,10.588903982258895
9150,165000,9.121509158269568,0.0001092896174863388,83722500,10.539094292091267
7800,132000,8.961879012677683,0.0001282051282051282,60840000,10.327923416919841
9830,162000,9.193194213141211,0.0001017293997965412,96628900,10.63426467045843
8121,172400,9.002208578282412,0.00012313754463735992,65950641,10.38117598449685
17120,134432,9.748002649695733,5.841121495327103e-05,293094400,11.378022332812426
7175,125000,8.878358040627822,0.00013937282229965157,51480625,10.217850524965257
10634,123000,9.271811694064283,9.40379913485048e-05,113081956,10.73888168799938
8200,219500,9.011889433252344,0.00012195121951219512,67240000,10.393968818384257
10020,61000,9.212338374638856,9.98003992015968e-05,100400400,10.659716546785173
8846,148000,9.087720658428273,0.00011304544426859598,78251716,10.49430922362785
11143,340000,9.318566777047053,8.974243919949744e-05,124166449,10.801219917807515
11394,394432,9.34084218004034,8.77654906090925e-05,129823236,10.830951296757373
8123,179000,9.002454823050954,0.00012310722639418935,65983129,10.381501338877177
5000,127000,8.517193191416238,0.0002,25000000,9.745130276902412
